acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto
1 IPC 1860,"2/27, WHS KIRTI NAGAR, 35 Emir Tia ER",2017-01-08,2017-01-08,Sunday,WEST,8170025170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170009,7,2017-01-08,KIRTI NAGAR,20:00,283,19:20,19:30
"1 DELHI EXCISE ACT, 2009","MATKA PICKET, DLF 36 aimiﬁﬁﬁﬁmﬁﬁﬁ, NEW DELHI.",2017-01-09,2017-01-09,Monday,WEST,8170025170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170010,5,2017-01-09,KIRTI NAGAR,15:00,33/38,13:35,13:35
1 IPC 1860,ﬁﬁmﬁgﬁmhmmﬁﬁwﬁﬁﬁ,2017-01-09,2017-01-09,Monday,WEST,8170025170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170011,7,2017-01-09,KIRTI NAGAR,22:15,283,21:30,21:30
1 IPC 1860,"IN FRONT OF, JHUGGI NO A 542 , JAWAHAR CAMP KIRTI NAGAR, NEW DELHI.",2017-01-09,2017-01-09,Monday,WEST,8170025170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170012,7,2017-01-09,KIRTI NAGAR,23:35,363,19:00,19:00
1 IPC 1860,"RAILWAY BRIDGE, UNDER PASS NEAR MAZAR, KAMLA NEHRU KIRTI NAGAR",2017-01-08,2017-01-08,Sunday,WEST,8170025170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170013,7,2017-01-11,KIRTI NAGAR,09:50,392/394/34,21:00,21:00
1 IPC 1860,"RAMA ROAD, OPP 64-65, INDL AREA KIRTI NAGAR, DELHI",2017-01-13,2017-01-13,Friday,WEST,8170025170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170014,5,2017-01-13,KIRTI NAGAR,14:05,283,13:15,13:15
1 IPC 1860,"NEAR WARE HOUSE, WHS COMPLEX, SERVICE ROAD, KIRTI NAGAR",2017-01-13,2017-01-13,Friday,WEST,8170025170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170015,6,2017-01-13,KIRTI NAGAR,18:30,283,17:15,17:20
"1 DELHI EXCISE ACT, 2009","VISHKARMA PARK, INFRONT A-1, WHS KIRTI NAGAR",2017-01-13,2017-01-13,Friday,WEST,8170025170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170016,8,2017-01-14,KIRTI NAGAR,01:00,33/38,23:35,23:40
1 IPC 1860,mﬁmﬁmsmmﬁmmaﬁﬁmﬁﬁﬁ,2017-01-14,2017-01-14,Saturday,WEST,8170025170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170017,5,2017-01-14,KIRTI NAGAR,16:05,283,15:30,15:30
1 IPC 1860,"WZ 1A IIND FLOOR, SHARDAPURI, RAMESH NAGAR, NEW DELHI",2017-01-14,2017-01-14,Saturday,WEST,8170025170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170018,6,2017-01-14,KIRTI NAGAR,19:05,307/506,17:30,17:30
1 IPC 1860,"B-158, MANSAROVER GARDEN, KIRTI NAGAR",2017-01-15,2017-01-15,Sunday,WEST,8170025170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170019,1,2017-01-15,KIRTI NAGAR,03:10,457/380/411/34,01:30,02:30
1 IPC 1860,Distance from P.S (211m 0 g8 sh? Eran): Beat No(EﬁE arr.) : 817002506,,,,WEST,8170025170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170020,,,KIRTI NAGAR,,370/342/34,21/12/2016,21/12/2016
1 IPC 1860,"mﬁaﬂﬁ, NEAR 4/3 FURNITURE BLOCK, KIRTI NAGAR, NEW DELHI",2017-01-20,2017-01-20,Friday,WEST,8170025170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170021,5,2017-01-20,KIRTI NAGAR,14:00,283,13:15,13:15
1 IPC 1860,"N-106, SHOP No.2, KIRTI NAGAR, NEW DELHI",2017-01-20,2017-01-20,Friday,WEST,8170025170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170022,1,2017-01-20,KIRTI NAGAR,15:00,283,00:00,00:00
1 IPC 1860,"SIS OFFICE E-‘I, MANSAROVER GARDEN, DELHlaﬁGATEEHEI'IETUZ'a ER",2017-01-20,2017-01-20,Friday,WEST,8170025170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170023,4,2017-01-20,KIRTI NAGAR,16:40,336/338,12:00,12:00
1 IPC 1860,"HFrIT EI'IFrﬁ ates—c5, RAM ESH NAGAR",2017-01-20,2017-01-20,Friday,WEST,8170025170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170024,6,2017-01-20,KIRTI NAGAR,17:00,283,16:00,16:00
1 IPC 1860,"H NOB-50, SHARDAPURI, RAMESH NAGAR, NEW DELHI",2017-01-21,2017-01-21,Saturday,WEST,8170025170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170025,5,2017-01-21,KIRTI NAGAR,15:40,188,15:00,15:00
1 IPC 1860,"K—43, KIRTI NAGAR DELHI",2017-01-21,2017-01-21,Saturday,WEST,8170025170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170026,6,2017-01-21,KIRTI NAGAR,16:50,188,16:20,16:20
1 IPC 1860,"E-361, SHOP NO 3, DOUBLE STOREY RAMESH NAGAR, 35W",2017-01-21,2017-01-21,Saturday,WEST,8170025170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170027,6,2017-01-21,KIRTI NAGAR,17:00,283,16:00,16:00
1 IPC 1860,"A—130, WHS KIRTI NAGAR, DELHIﬁE ﬂaw-T",2017-01-21,2017-01-21,Saturday,WEST,8170025170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170028,6,2017-01-21,KIRTI NAGAR,17:10,283,16:00,16:00
1 IPC 1860,"H NO E-64, M S GARDEN DELHI",2017-01-21,2017-01-21,Saturday,WEST,8170025170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170029,6,2017-01-21,KIRTI NAGAR,18:45,188,18:00,18:00
1 IPC 1860,"SHOP NO 2/62, WHS KIRTI NAGAR, aimmq'i",2017-01-21,2017-01-21,Saturday,WEST,8170025170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170030,6,2017-01-21,KIRTI NAGAR,19:05,283,18:10,18:10
1 IPC 1860,"NEAR GURUDWARA, NARAINA VIHAR, NEW DELHI",2017-01-08,2017-01-08,Sunday,WEST,8170063170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170003,8,2017-01-09,NARAINA,02:40,392/34,23:30,23:30
1 IPC 1860,"UNDER FLYOVER INFRONT OF KALI MATA MANDIR, NARAINA",2017-01-09,2017-01-09,Monday,WEST,8170063170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170004,4,2017-01-09,NARAINA,15:20,379/411/34,11:30,11:30
1 IPC 1860,"BRAR SQUARE METRO STATION, NARAINA DELHI",2017-01-10,2017-01-10,Tuesday,WEST,8170063170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170005,1,2017-01-10,NARAINA,02:45,379/34,00:30,01:00
1 IPC 1860,PARK RAJOURI GARDAN DELHI,2017-01-09,2017-01-09,Monday,WEST,8170063170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170006,4,2017-01-10,NARAINA,03:15,376/328,10:30,10:30
1 IPC 1860,"NARAINA T- PONIT, NARAINA, NEW DELHI",2017-01-10,2017-01-10,Tuesday,WEST,8170063170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170007,5,2017-01-10,NARAINA,17:35,279/337,14:30,14:30
1 IPC 1860,"H-169 JHUGGI, RAJIV GANDHI CAMP, NARAINA",2017-01-10,2017-01-10,Tuesday,WEST,8170063170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170008,6,2017-01-11,NARAINA,16:10,363,18:30,18:30
1 IPC 1860,"NEAR SEEMA SADAK BHAWAN RING ROAD, NARAINA TOWARDS DHAULA KUAN",2017-01-12,2017-01-12,Thursday,WEST,8170063170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170009,1,2017-01-12,NARAINA,02:45,356/379/411,00:55,00:55
1 IPC 1860,"(3-220, RAJIV GANDHI CAMP, NARAINA",2017-01-12,2017-01-12,Thursday,WEST,8170063170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170010,5,2017-01-13,NARAINA,19:40,363,14:00,14:00
1 IPC 1860,"NARAINA T- PONIT, NARAINA DELHI",2016-10-15,2016-10-15,Saturday,WEST,8170063170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170011,1,2017-01-16,NARAINA,22:25,325/34,02:30,02:30
1 IPC 1860,"INFRONT OF KAPOOR MEDICAL CENTER, NARAINA VIHAR DELHI",2017-01-17,2017-01-17,Tuesday,WEST,8170063170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170012,5,2017-01-17,NARAINA,15:10,379,14:00,14:00
1 IPC 1860,"WZ-908, NARAINA RING ROAD, NEW DELHI",2017-01-20,2017-01-20,Friday,WEST,8170063170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170013,8,2017-01-20,NARAINA,23:35,188,23:20,23:20
1 IPC 1860,"(DB-246, RING ROAD NARAINA",2016-10-21,2017-01-21,INTERVENING DAY,WEST,8170063170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170014,,2017-01-21,NARAINA,10:05,188,00:00,00:00
1 IPC 1860,"WZ-572G, NARAINA VILLAGE, NEW DELHI",,,,WEST,8170063170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170015,,2017-01-21,NARAINA,21:20,188,,
1 IPC 1860,"H NO 08-182, NARAINA NEW DELHI",,,,WEST,8170063170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170016,,2017-01-22,NARAINA,18:45,188,,
1 IPC 1860,"SPACE BETWEEN RAILWAY LINES, NEAR JHUGGI B - BLOCK, PH-Il, MAYAPURI, NEW DELHI",2017-01-22,2017-01-22,Sunday,WEST,8170063170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170017,8,2017-01-23,NARAINA,02:45,354(A)/509,22:45,22:45
1 IPC 1860,"WZ- 156, NARAINA VILLAGE, NEW DELHI",,,,WEST,8170063170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170018,,2017-01-23,NARAINA,19:25,188,,
"1 DELHI EXCISE ACT, 2009",Distance from P.S (am i} g8 sh? Eran): Beat No(EﬁE arr.) : 817006310,,,,WEST,8170063170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170019,,,NARAINA,,38,23/01/2017,23/01/2017
1 IPC 1860,"WZ-19, NARAINA VILLAGE, NEW DELHI",2017-01-31,2017-01-31,Tuesday,WEST,8170063170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170020,2,2017-01-31,NARAINA,08:45,457/380,05:00,05:00
1 IPC 1860,"PVR PAYAL ROAD, NEAR PAYAL PVR, NARAINA",2017-01-31,2017-01-31,Tuesday,WEST,8170063170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170021,5,2017-01-31,NARAINA,16:45,356/379/34,15:35,15:35
1 IPC 1860,"BENTEX BUS STOP, NARAINA ,NEW DELHI",2017-01-31,2017-01-31,Tuesday,WEST,8170063170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170022,8,2017-01-31,NARAINA,23:15,356/379/34,22:00,22:00
1 IPC 1860,"B-100, 2ND FLOOR, NARAINA INDUSTRIAL AREAPHASE-I, NEW DELHI",,,,WEST,8170063170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170023,,2017-02-04,NARAINA,18:45,420/34,,
1 IPC 1860,"A—4, RING ROAD, NARAINA VIHAR",2017-02-05,2017-02-05,Sunday,WEST,8170063170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170024,5,2017-02-05,NARAINA,19:25,451/380/511,15:40,15:40
1 IPC 1860,"GURUDWARA C BLOCK PARK, NARAINA",2017-02-06,2017-02-06,Monday,WEST,8170063170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170025,7,2017-02-07,NARAINA,09:20,324,19:45,19:45
1 IPC 1860,"MATA MANDIR, NARAINA VILLAGE, NEW DELHI",2017-02-07,2017-02-07,Tuesday,WEST,8170063170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170026,7,2017-02-07,NARAINA,20:35,392/411,19:00,19:00
1 IPC 1860,"WZ-4ZB, NARAINA VILLAGE, NEW DELHI",,,,WEST,8170063170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170027,,2017-02-07,NARAINA,22:30,363,,
1 IPC 1860,"NEAR BHEAL HOSPITAL, NARAINA",2017-02-10,2017-02-10,Friday,WEST,8170063170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170028,6,2017-02-10,NARAINA,19:00,356/379/34,18:00,18:00
1 INFORMATION TECHNOLOC,Distance from P.S (211m 0 g8 sh? Eran): Beat No(EﬁE arr.) : 817006309,,,,WEST,8170063170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170029,,,NARAINA,,66C,,
1 IPC 1860,"BUS STOP NARAINA FLYOVER, DELHI",2017-02-13,2017-02-13,Monday,WEST,8170063170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170030,1,2017-02-13,NARAINA,04:30,392/34,03:15,03:15
1 IPC 1860,"E-149, INFRONT OF NARAINA VIHAR, NEW DELHI",2017-02-18,2017-02-18,Saturday,WEST,8170063170031.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170031,5,2017-02-18,NARAINA,15:35,356/379,14:20,14:20
1 IPC 1860,"PANKHA ROAD RED LIGHT, JANAKPURI NEAR DESU OFFICE",2017-01-01,2017-01-01,Sunday,WEST,8170028170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170002,5,2017-01-01,MAYAPURI,16:05,379/356/34,14:50,14:50
"1 DELHI PREVENTION OF DEF

l-Il-‘Al-Il—l-I-I-tl n ﬁ-I- AAA—-","MAYAPURI CHOWK METRO, MAYAPURI NEW DELHI",2017-01-03,2017-01-03,Tuesday,WEST,8170028170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170003,?,2017-01-03,MAYAPURI,21:15,,20:35,20:35
1 IPC 1860,"D-BLOCK JANAKPURI PNB BANK, 3F: W FLYOVER 35%, NEW DELHI",2017-01-04,2017-01-04,Wednesday,WEST,8170028170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170004,7,2017-01-04,MAYAPURI,21:55,279,20:00,20:00
1 IPC 1860,"ROAD INFRONT OF A-9 MAYAPURI PHASE-l, NEW DELHI",2017-01-04,2017-01-04,Wednesday,WEST,8170028170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170005,8,2017-01-05,MAYAPURI,02:20,394/34/411,22:30,22:30
1 IPC 1860,"PANKHA ROAD, OPP BARODA BANK SAGARPUR, MAYAPURI NEW DELHI",2017-01-08,2017-01-08,Sunday,WEST,8170028170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170006,4,2017-01-08,MAYAPURI,14:45,279/337,11:15,11:15
1 IPC 1860,"W-‘I45, PHASE - IIND, MAYAPURI, NEW DELHI",2017-01-10,2017-01-10,Tuesday,WEST,8170028170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170007,4,2017-01-11,MAYAPURI,14:10,363,11:00,11:00
1 IPC 1860,"8-1248, PHASE - 2, KANCHAN BASTI, MAYAPURI, NEW DELHI",2017-01-12,2017-01-13,INTERVENING DAY,WEST,8170028170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170008,,2017-01-13,MAYAPURI,17:30,363,19:00,17:30
1 IPC 1860,"T:iz-SANT GURU RAM SINGH MARG, WAY TO LAJWANTI GARDEN TO MAYA, PURI CHOWK OPP SHRI F

Fﬁ'l'ﬂ'l'l— IlA\ll\l""1lll-""II kl“",,,,WEST,8170028170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170009,,2017-01-14,MAYAPURI,01:45,279/304A,,
1 IPC 1860,"MAIN SANT GURU RAM SINGH MARG WAY TO LAJWANTI GARDENTO, MAYAPURIOPP GRAND PLAJ

“I‘ll—All l‘lﬂklﬁllf—TIIAII",2017-01-16,2017-01-16,Monday,WEST,8170028170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170010,8,2017-01-16,MAYAPURI,23:45,356/379/34,23:15,23:15
1 IPC 1860,"IN FRONT OF 0-165, PH-II, MAYAPURI NEW DELHI",2017-01-17,2017-01-17,Tuesday,WEST,8170028170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170011,1,2017-01-17,MAYAPURI,05:15,379,03:30,03:30
1 IPC 1860,"IN FRONT OF PS MAYAPURI, MAYAPURI ROAD, DELHI",2017-01-15,2017-01-17,INTERVENING DAY,WEST,8170028170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170012,,2017-01-17,MAYAPURI,16:12,279/337,22:05,16:10
1 IPC 1860,"D-1/113, IST FLOOR, JANAKPURI, NEW DELHI",2017-01-19,2017-01-19,Thursday,WEST,8170028170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170013,6,2017-01-19,MAYAPURI,22:15,381,16:45,16:45
1 IPC 1860,"C - 101, SHOP NO. 1 AND 2, MAYAPURI INDUSTRIAL AREA, MAYAPURI, DELHI",2017-01-20,2017-01-20,Friday,WEST,8170028170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170014,8,2017-01-20,MAYAPURI,23:10,188,22:40,23:10
1 IPC 1860,"WZ-482, mﬁﬁmaﬁnﬁﬁ, Wm, 12%?“",2017-01-21,2017-01-21,Saturday,WEST,8170028170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170015,3,2017-01-21,MAYAPURI,09:45,188,09:20,09:45
1 IPC 1860,"SHOP NO. WS-189, PHASE - 2ND, MAYAPURI, DELHI",2017-01-21,2017-01-21,Saturday,WEST,8170028170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170016,7,2017-01-21,MAYAPURI,19:10,188,18:30,19:10
1 IPC 1860,"SHOP NO. 8-209, JHUGGI, MAYAPURI, PHASE - IST, DELHI",2017-01-21,2017-01-21,Saturday,WEST,8170028170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170017,7,2017-01-21,MAYAPURI,20:30,188,19:30,20:30
1 IPC 1860,"SHOP NO. WZ-1609, NANGAL RAYA MARKET, NEW DELHI",2017-01-22,2017-01-22,Sunday,WEST,8170028170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170018,,2017-01-22,MAYAPURI,16:10,188,14:30,16:10
1 IPC 1860,"H.NO.B-36, KHAJAN BASTI, MAYAPURI, NEW DELHI",2017-01-23,2017-01-23,Monday,WEST,8170028170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170019,5,2017-01-23,MAYAPURI,17:15,188,15:40,15:40
1 IPC 1860,"WZ-1604/5, SHOP SRI RAM TELECOM, NANGAL RAYA, DELHI",2017-01-23,2017-01-23,Monday,WEST,8170028170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170020,6,2017-01-23,MAYAPURI,19:45,188,18:15,18:15
1 IPC 1860,,,,,WEST,8170028170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170021,,2017-01-23,MAYAPURI,20:15,408,,
1 IPC 1860,"ROAD BELOW, DELHI CANTT FLYOVER, NANGAL RAYA, NEW DELHI",2017-01-24,2017-01-24,Tuesday,WEST,8170028170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170022,3,2017-01-24,MAYAPURI,09:10,379/356,07:15,09:10
1 IPC 1860,"WZ-285, PADAM BASTI, NANGAL RAYA, NEW DELHI",2017-01-24,2017-01-24,Tuesday,WEST,8170028170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170023,6,2017-01-24,MAYAPURI,18:50,188,17:00,18:50
1 IPC 1860,"AMBEY ASSOCIATES, WZ-331, NANGAL RAYA, DELHI",,,,WEST,8170028170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170024,,2017-01-25,MAYAPURI,19:40,420,,
1 IPC 1860,,,,,WEST,8170028170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170025,,2017-01-25,MAYAPURI,20:50,420,,
1 IPC 1860,"WZ-1142, NANGAL RAYA, DELHI",2017-01-25,2017-01-25,Wednesday,WEST,8170028170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170026,7,2017-01-25,MAYAPURI,22:05,188,20:10,21:45
1 IPC 1860,"RING ROAD, ﬁmrgfr 2%: mm ans} ﬁg, a? NEAR DTC DEPOT, MAYAPURI, DELHI",2017-01-25,2017-01-25,Wednesday,WEST,8170028170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170027,,2017-01-25,MAYAPURI,23:10,279/337,20:00,23:10
1 IPC 1860,"(3-169, PH-II, MAYAPURI NEW DELHI",2017-01-31,2017-01-31,Tuesday,WEST,8170028170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170028,4,2017-02-03,MAYAPURI,17:40,287/337,12:00,12:00
1 IPC 1860,"SATGURU RAM SINGH PARK, LAJWANTI CHOWK, MAYAPURI NEW DELHI",2017-02-03,2017-02-03,Friday,WEST,8170028170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170029,5,2017-02-03,MAYAPURI,19:15,279/337,15:10,15:10
1 IPC 1860,"MAIN ROAD SATGURU RAM SINGHMARG, LAJWANTI FLYOVER RED LIGHT, MAYA ENCLAVE SIDE F",2017-02-04,2017-02-04,Saturday,WEST,8170028170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170030,5,2017-02-04,MAYAPURI,15:35,356/379/34,14:00,14:00
1 IPC 1860,"NEAR TINA FURNITURE, JAIL ROAD HARI NAGAR",2017-01-02,2017-01-02,Monday,WEST,8170015170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170015170002,3,2017-01-02,HARI NAGAR,10:40,356/379/34,09:00,09:00
"1 DELHI EXCISE ACT, 2009","IN FRONT OF MEERA MODEL SCHOL, HARI NAGAR NEW DELHI",2017-01-03,2017-01-03,Tuesday,WEST,8170015170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170015170003,7,2017-01-03,HARI NAGAR,21:45,33/38,19:20,19:20
1 IPC 1860,"BACK SIDE SAHIBJADE GURUDWARA, D BLOCK FATEH NAGAR, HARI NAGAR NEW DELHI",2017-01-03,2017-01-03,Tuesday,WEST,8170015170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170015170004,5,2017-01-03,HARI NAGAR,22:10,420/34,14:00,14:00
1 IPC 1860,"IN FRONT OF, MIRAJ CINEMA",2017-01-04,2017-01-04,Wednesday,WEST,8170015170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170015170005,1,2017-01-04,HARI NAGAR,06:45,392/394/34,03:00,03:00
1 IPC 1860,"MANAK VIHAR, TIHAR VILL. DELHI",2017-01-03,2017-01-03,Tuesday,WEST,8170015170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170015170006,5,2017-01-04,HARI NAGAR,15:30,363,15:00,15:00
"1 DELHI EXCISE ACT, 2009","HARI NAGAR GHANTA GHAR, MAYA PURI NEAR POLICE PICKET, NEW DELHI",2017-01-04,2017-01-04,Wednesday,WEST,8170015170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170015170007,6,2017-01-04,HARI NAGAR,20:45,33/38,17:30,17:30
1 IPC 1860,"NEAR SUBHASH NAGAR MOR OPP. PACIFIC MALL, HARI NAGAR NEW DELHI",2017-01-07,2017-01-07,Saturday,WEST,8170015170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170015170008,8,2017-01-08,HARI NAGAR,00:35,356/379/34,22:30,22:30
1 IPC 1860,"DDU HOSPITAL, EMERGENCY WARD",2017-01-08,2017-01-08,Sunday,WEST,8170015170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170015170009,6,2017-01-08,HARI NAGAR,22:05,224,18:00,18:00
1 IPC 1860,"NEAR JAIN MANDIR C BLOCK, HARI NAGAR NEW DELHI",2017-01-09,2017-01-09,Monday,WEST,8170015170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170015170010,5,2017-01-09,HARI NAGAR,18:20,356/379/34,14:25,14:25
1 IPC 1860,"IN FRONT OF GATE NO EA POCKET AT ROAD, HARI NAGAR NEW DELHI",2017-01-11,2017-01-11,Wednesday,WEST,8170015170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170015170011,6,2017-01-11,HARI NAGAR,18:50,356/379/34,16:50,16:50
1 IPC 1860,"CHAWLA CHICKEN, OPP.ROAD",2017-01-12,2017-01-12,Thursday,WEST,8170015170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170015170012,8,2017-01-13,HARI NAGAR,00:40,356/379/34,23:30,23:30
1 IPC 1860,"IN FRONT OF, WZ-427 MS BLOCK, TIRTH SARDAR SHOP",2017-01-14,2017-01-14,Saturday,WEST,8170015170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170015170013,1,2017-01-14,HARI NAGAR,18:05,323/341/34,00:10,00:10
1 IPC 1860,"B- 155, TIHAR VILLAGE NEAR BADI MASJID, HARI NAGAR NEW DELHI",,,,WEST,8170015170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170015170014,,2017-01-15,HARI NAGAR,20:10,498A/406/34,,
1 IPC 1860,"SOM BAZAR ROAD, NEAR PARK, ASHOK NAGAR, HARI NAGAR, NEW DELHI",2017-01-16,2017-01-16,Monday,WEST,8170015170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170015170015,3,2017-01-16,HARI NAGAR,11:20,356/379/34,08:20,08:20
