acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,Formatted_address,Lat,Long,full_charge,group_charge,hour
1 IPC 1860,"NEAR METRO PILLAR NO- 650, NAJAFGRAH ROAD, UTTAM NAGAR DELHI",2017-01-03,2017-01-03,Tuesday,SOUTH WEST,8171059170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171059170005,1,2017-03-01,UTTAM NAGAR,06:25,279/337,01:30,01:30,"B-43, Main Najafgarh Road, Near Uttam Nagar East Metro Station, Metro Pillar No. 650, Uttam Nagar, New Delhi, Delhi 110059, India",28.621863,77.05590500000002,Rash driving-endangering safety of others,Rash driving,1.0
1 IPC 1860,"A— 346 JJ COLONY, HASTSAL ROAD, UTTAM NAGAR DELHI",2016-12-31,2016-12-31,Saturday,SOUTH WEST,8171059170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171059170006,5,2017-03-01,UTTAM NAGAR,17:30,363,14:30,14:30,"346, Hastsal Rd, Block D, Milap Nagar, Uttam Nagar, Delhi, 110066, India",28.6235953,77.0618003,Kidnapping,Kidnapping,14.0
1 IPC 1860,"8-679, J.J. COLONY HASTSAL ROAD, UTTAM NAGAR NEW DELHI",2017-01-02,2017-01-02,Monday,SOUTH WEST,8171059170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171059170007,6,2017-04-01,UTTAM NAGAR,14:45,363,16:00,16:00,"8, Hastsal Rd, A Block, JJ Colony, Uttam Nagar, Delhi, 110066, India",28.6274583,77.0597424,Kidnapping,Kidnapping,16.0
1 IPC 1860,"PILLAR NO- 763, MAIN NAJAFGRAH ROAD, UTTAM NAGAR, DELHI",2017-01-08,2017-01-08,Sunday,SOUTH WEST,8171059170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171059170012,5,2017-08-01,UTTAM NAGAR,15:20,356/379/34,13:00,13:00,"A/29/A, Uttam Nagar, Opp. Metro Pillar No. 763, 764 Gali, Main Najafgarh Road, Rama Park, Nawada, Delhi, 110059, India",28.620573,77.037164,Snatching-Theft,Snatching,13.0
1 IPC 1860,"OM VIHAR, UTTAM NAGAR DELHI",2017-01-06,2017-01-08,INTERVENING DAY,SOUTH WEST,8171059170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171059170013,0,2017-08-01,UTTAM NAGAR,18:50,304,16:30,16:30,"Om Vihar, Nawada, Delhi, 110059, India",28.6186471,77.05206640000002,culpable homicide,culpable homicide,16.0
1 IPC 1860,"METRO PILLAR NO- 721, MAIN NAJAFGRAH ROAD, UTTAM NAGAR DELHI",2017-01-09,2017-01-09,Monday,SOUTH WEST,8171059170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171059170015,5,2017-09-01,UTTAM NAGAR,18:41,420,13:30,13:30,"C-1, Kiran Garden, Opposite Metro Pillar No. 721, Main Najafgarh Road, Gulabhi Bagh, Om Vihar, Uttam Nagar, Delhi, 110059, India",28.620644,77.049247,cheating,cheating,13.0
1 IPC 1860,"NAJAFGARH ROAD NEAR M/PILLAR NO. 800, UTTAM NAGAR NEW DELHI",2017-01-10,2017-01-10,Tuesday,SOUTH WEST,8171059170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171059170016,5,2017-10-01,UTTAM NAGAR,19:20,279/304A,15:50,15:50,"Plot No. 80, 2nd Floor, Sewak Park, Near Dwarka More Metro Station, Metro Pillar No. 774, Patel Garden Extention, Block RZ, Sector 15 Dwarka, Dwarka, New Delhi, Delhi 110059, India",28.6155377,77.0311654,Negligence conduct-Rash driving,Rash driving,15.0
1 IPC 1860,"MANGAL BAZAR ROAD NEAR BIKANER SWEETS, HASTSAL UTTAM NAGAR DELHI",2017-01-13,2017-01-13,Friday,SOUTH WEST,8171059170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171059170022,7,2017-01-14,UTTAM NAGAR,12:25,279/337,19:45,19:45,"Block B, Block O, Uttam Nagar, Delhi, 110059, India",28.6193435,77.0620691,Rash driving-endangering safety of others,Rash driving,19.0
1 IPC 1860,"A—29, SIDDHARTRI ENCLAVE BHAGWATI GARDEN, UTTAM NAGAR DELHI",2017-01-11,2017-01-11,Wednesday,SOUTH WEST,8171059170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171059170023,3,2017-01-14,UTTAM NAGAR,21:05,420,08:00,08:00,"Plot No. 143,, Som Bazar Rd, Block H, Vipin Garden, Uttam Nagar, Delhi, 110059, India",28.627455,77.035399,cheating,cheating,8.0
1 IPC 1860,"H.NO. D-2/24, OM VIHAR PH-5, UTTAM NAGAR NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH WEST,8171059170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171059170024,7,2017-01-14,UTTAM NAGAR,21:20,188,19:00,19:00,"Gali Number 2, Press Enclave, Mohan Garden, Hastsal, Delhi, 110059, India",28.6367656,77.04570809999998,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"F-59, GALI NO. 5, MOHAN GARDEN UTTAM NAGAR, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH WEST,8171059170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171059170025,6,2017-01-15,UTTAM NAGAR,20:00,188,18:50,18:50,"59, Gali Number 5, Mahavir Enclave I, Mahavir Enclave Part 2, Mahavir Enclave, New Delhi, Delhi 110046, India",28.597048600000004,77.0835594,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,"K—2/4A, MOHAN GARDEN PIPAL CHOWK, UTTAM NAGAR DELHI",2017-01-15,2017-01-15,Sunday,SOUTH WEST,8171059170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171059170026,7,2017-01-15,UTTAM NAGAR,20:20,188,19:10,19:10,"K-2/4 A Pipal Chowk, Mohan Garden, Uttam Nagar, New Delhi, Delhi 110059, India",28.627969,77.039291,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"H.NO- 64 K-1 EXT MOHAN GARDEN, UTTAM NAGAR DELHI",2017-01-14,2017-01-14,Saturday,SOUTH WEST,8171059170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171059170028,7,2017-01-16,UTTAM NAGAR,19:40,323/342/34,21:30,21:30,"N-9 Extn,, Mohan Garden, Uttam Nagar, Delhi, 110059, India",28.6141458,77.0607964,Causing hurt-wrongful confinement,Others,21.0
1 IPC 1860,"H.NO. 432, 2ND FLOOR, NEAR BIJWASAN FLYOVER, BIJWASAN VILLAGE NEW DELHI",2017-01-04,2017-01-04,Wednesday,SOUTH WEST,8171030170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170002,3,2017-04-01,KAPASHERA,12:20,509/506/34,08:30,08:30,"Bijwasan Flyover, Sector 27 Dwarka, Bijwasan, New Delhi, Delhi 110061, India",28.5340048,77.04908890000002,Criminal intimidation-sexual harrasement,sexual harrasement,8.0
1 IPC 1860,"H.NO. 432, 2ND FLOOR, NEAR BIJWASAN FLYOVER, BIJWASAN VILLAGE NEW DELHI",2017-01-04,2017-01-04,Wednesday,SOUTH WEST,8171030170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170003,3,2017-04-01,KAPASHERA,12:25,506/509/34,08:30,08:30,"Bijwasan Flyover, Sector 27 Dwarka, Bijwasan, New Delhi, Delhi 110061, India",28.5340048,77.04908890000002,Criminal intimidation-sexual harrasement,sexual harrasement,8.0
1 IPC 1860,"KAPASHERA RAJOKRI ROAD, IN FRONT OF ASHOK CONTRY RESORT, SAMALKHA, NEW DELHI",2017-01-09,2017-01-09,Monday,SOUTH WEST,8171030170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170009,1,2017-09-01,KAPASHERA,20:00,279/337,00:15,00:15,"Kapashera Estate Road, Rarjokri, Kapashera Estate, New Delhi, Delhi 110037, India",28.5262414,77.0925941,Rash driving-endangering safety of others,Rash driving,0.0
1 IPC 1860,BABBAR CHOWK BIJWASAN,2017-01-07,2017-01-07,Saturday,SOUTH WEST,8171030170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170016,3,2017-01-17,KAPASHERA,13:20,365,09:30,09:30,"Vill +Po Babar Chowk, Shahi Rd, Bijwasan, New Delhi, Delhi 110061, India",28.533295000000006,77.053865,Kidnapping,Kidnapping,9.0
1 IPC 1860,"H.NO. 801, GALI NO. 11, KAPASHERA, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH WEST,8171030170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170019,4,2017-01-18,KAPASHERA,19:10,365,10:30,10:30,"11, 801, Gali Number 8, Kapas Hera Extension, Kapashera, New Delhi, Delhi 110037, India",28.5259682,77.084016,Kidnapping,Kidnapping,10.0
1 IPC 1860,"H NO 29, JINDAL COLONY, SAMALKHA NEW DELHI",2017-01-20,2017-01-20,Friday,SOUTH WEST,8171030170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170024,7,2017-01-20,KAPASHERA,21:15,188,20:05,20:05,"Jindal Colony, Samalkha, Pushpanjali Farms, New Delhi, Delhi 110037, India",28.5314647,77.0868445,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0
1 IPC 1860,"DWARKA LINK ROAD OPPOSITE URIVIILA FRAM HOUSE, NEAR PUSHPANJALI DELHI",2017-01-25,2017-01-25,Wednesday,SOUTH WEST,8171030170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171030170030,8,2017-01-26,KAPASHERA,04:00,279/304A,23:17,23:17,"F- 16, Pushpanjali Link Road, Bijwasan, Delhi 110061, India",28.5405574,77.07760520000002,Negligence conduct-Rash driving,Rash driving,23.0
1 IPC 1860,"ALLAHABAD BANK, PALAM VILLAGE",2017-01-07,2017-01-07,Saturday,SOUTH WEST,8171057170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170006,5,2017-07-01,PALAM VILLAGE,15:00,420/34,13:30,14:00,"184, Palam Dabri Marg, Sector 1A Dwarka, Palam Colony, New Delhi, Delhi 110045, India",28.590501,77.08141020000002,cheating,cheating,13.0
1 IPC 1860,"RZF-959/A, 960/8, GUATAM BUDH MARG, RAJ NAGAR-2 PALAM",2017-01-11,2017-01-11,Wednesday,SOUTH WEST,8171057170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170007,6,2017-12-01,PALAM VILLAGE,03:20,363,17:30,17:40,"RZF-371, Gautam Budh Marg, Block F, Raj Nagar Extension, Raj Nagar, New Delhi, Delhi 110077, India",28.5776725,77.08541899999999,Kidnapping,Kidnapping,17.0
1 IPC 1860,"WZ-Q, PALAM VILLAGE",2017-01-14,2017-01-14,Saturday,SOUTH WEST,8171057170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170011,7,2017-01-14,PALAM VILLAGE,20:00,188,19:00,19:37,"WZ-262, Palam Village, Palam Colony, New Delhi, Delhi 110045, India",28.590155300000006,77.07607709999998,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"RZF-754/36, RAJ NAGAR-II, PALAM COLONY",2017-01-14,2017-01-14,Saturday,SOUTH WEST,8171057170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170013,7,2017-01-14,PALAM VILLAGE,20:37,188,19:15,20:00,"Rzf-653/2, raj nagar-ii, palam colony, New Delhi, Delhi 110077, India",28.5733266,77.07946319999998,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"H NO 0-215, J J COLONY, SEC-7 DWARKA",2017-01-15,2017-01-15,Sunday,SOUTH WEST,8171057170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170015,0,2017-01-15,PALAM VILLAGE,17:20,363,07:00,16:00,"Sector 7 Dwarka, Dwarka, New Delhi, Delhi, India",28.5842915,77.0715564,Kidnapping,Kidnapping,7.0
1 IPC 1860,"DHABA SHER A PUNJAB, WZ-427A RAJ NAGAR, PALAM FATAK",2017-01-15,2017-01-15,Sunday,SOUTH WEST,8171057170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170017,7,2017-01-15,PALAM VILLAGE,21:00,188,20:20,20:42,"WZ-427A,Old Maherauli Road, Palam Colony, Raj Nagar I, Raj Nagar, New Delhi, Delhi 110045, India",28.583211,77.0903936,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0
1 IPC 1860,"RZG-13, DADA DEV ROAD, SEC-7 DWARKA",2017-01-16,2017-01-16,Monday,SOUTH WEST,8171057170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170018,6,2017-01-16,PALAM VILLAGE,17:30,188,16:30,17:00,"RZG-9, Dada Dev Mandir Rd, Dev Kunj, Block NZ, Raj Nagar II Extension, Dwarka, New Delhi, Delhi 110077, India",28.584356,77.077967,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,16.0
1 IPC 1860,"GALI-4, RAJ NAGAR-II, PALAM",2017-01-16,2017-01-16,Monday,SOUTH WEST,8171057170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170020,6,2017-01-16,PALAM VILLAGE,23:41,363,17:00,17:00,"Gali Number 4, Raj Nagar II Extension, Raj Nagar, New Delhi, Delhi 110077, India",28.5749544,77.0810915,Kidnapping,Kidnapping,17.0
1 IPC 1860,"0-63/64, LIG FLAT POCKET-2, DWARKA SEC-7",2017-01-17,2017-01-17,Tuesday,SOUTH WEST,8171057170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170024,6,2017-01-18,PALAM VILLAGE,00:50,363,17:00,17:15,"Palam Extension,, 19, Sector 7 Dwarka, Pocket 2, Palam Colony, Palam Extension, Palam Colony, New Delhi, Delhi 110075, India",28.5838764,77.0740677,Kidnapping,Kidnapping,17.0
1 IPC 1860,"RZF-774/38, GALI NO. 14, RAJ NAGAR-2 PALAM",2017-01-18,2017-01-18,Wednesday,SOUTH WEST,8171057170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170025,7,2017-01-18,PALAM VILLAGE,20:55,188,19:10,19:20,"14, RZF-770/9, Block F, Raj Nagar II Extension, Palam Colony, New Delhi, Delhi 110077, India",28.5733266,77.07946319999998,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"B-121, J JCOLONY SEC-7",2017-01-20,2017-01-20,Friday,SOUTH WEST,8171057170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170026,6,2017-01-20,PALAM VILLAGE,17:15,188,16:40,16:50,"210, ncb colony, Chaudhary Charan Singh Marg, Block D, Sector 7, Faridabad, Haryana 121006, India",28.3554789,77.3247573,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,16.0
1 IPC 1860,"RZF-100/2, NASIRPUR ROAD, MAHAVIR ENCLAVE",2017-01-21,2017-01-21,Saturday,SOUTH WEST,8171057170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170027,7,2017-01-21,PALAM VILLAGE,20:00,188,19:30,19:44,"Rzf-100/2, Nasirpur Road, Mahavir Enclave, Near Wine Shop, Nasirpur Road, New Delhi, Delhi 110045, India",28.594639,77.08830959999997,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"A—35, MANGLAPURI PH-II, PALAM COLONY",2017-01-21,2017-01-21,Saturday,SOUTH WEST,8171057170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171057170028,7,2017-01-21,PALAM VILLAGE,20:00,188,19:20,19:55,"35, Mayapuri Industrial Area Phase II, Mayapuri, New Delhi, Delhi 110064, India",28.6137312,77.1142344,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"AKSHARDHAM APARTMENT,, SECTOR -19 DWARKA,, NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH WEST,8171016170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170002,6,2017-05-01,SECTOR 23 DWARKA,18:00,356/379/34,17:00,17:30,"Pocket 8, Block B, Sector 12 Dwarka, Dwarka, New Delhi, Delhi 110078, India",28.5922814,77.0406597,Snatching-Theft,Snatching,17.0
1 IPC 1860,"SHAHBAD MOHD PUR UNDER PASS, NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH WEST,8171016170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170003,0,2017-05-01,SECTOR 23 DWARKA,16:00,365/323/506/34,13:00,16:00,"Shahbad Mohd Pur,, Shahabad Muhammadpur Village, Dwarka, New Delhi, Delhi 110037, India",28.5556779,77.0675103,Causing hurt-Criminal intimidation-Kidnapping,Kidnapping,13.0
1 IPC 1860,"BALAJI CYBER CAFE, VARDHAMAN MALL, SECTOR - 23, DWARKA, NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH WEST,8171016170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170004,7,2017-06-01,SECTOR 23 DWARKA,19:30,188,19:00,19:20,"F-2, Plot No.12, Manish Plaza - III, Rd Number 221, Pocket 1, Sector 10 Dwarka, Dwarka, Delhi, 110075, India",28.590347,77.057324,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"GOLD COURSE ROAD,, NEAR OPG SCHOOL,, CROSSING DWARKA, NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH WEST,8171016170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170005,8,2017-06-01,SECTOR 23 DWARKA,22:51,394/511/34,22:30,22:50,"Sector 19 B, Dwarka, Delhi, 110075, India",28.5753976,77.0430382,Robbery-offences punishable,Robbery,22.0
1 IPC 1860,"NEAR UNDERPASS SEC 21, DWARKA NEW DELHI",2017-01-08,2017-01-08,Sunday,SOUTH WEST,8171016170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170006,3,2017-08-01,SECTOR 23 DWARKA,09:50,394/34,09:00,09:00,"Dwarka Sector 21 Metro Station, Sector 21, Dwarka, New Delhi, Delhi 110077, India",28.552322,77.05838299999998,Robbery,Robbery,9.0
1 IPC 1860,NEW DELHI,2017-01-13,2017-01-13,Friday,SOUTH WEST,8171016170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170010,4,2017-01-13,SECTOR 23 DWARKA,11:10,420,10:20,10:30,"New Delhi, Delhi, India",28.6139391,77.20902120000002,cheating,cheating,10.0
1 IPC 1860,"PLOT NO. -95, VILLAGE BAMNOLI, DELHI -77",2017-01-13,2017-01-13,Friday,SOUTH WEST,8171016170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170011,4,2017-01-13,SECTOR 23 DWARKA,12:45,188,12:05,12:10,"Plot No. 179, Sector- 28, Village Bamnoli, Dwarka, Delhi, 110077, India",28.5451279,77.03511850000002,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,12.0
1 IPC 1860,"HOTEL GREEN LOTUS, POCHAN PUR, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH WEST,8171016170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170012,6,2017-01-13,SECTOR 23 DWARKA,16:45,188,16:00,16:10,"Near Dwarka Sector -21 Metro station,, Opp. shyam Baba Mandir, Dwarka Link Road, Delhi, 110077, India",28.5604131,77.04397220000001,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,16.0
1 IPC 1860,"RAHUL CYBER CAFE, VILLAGE SHAHBAD MOHD PUR, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH WEST,8171016170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170013,5,2017-01-13,SECTOR 23 DWARKA,15:47,188,15:25,15:30,"RZ-D-80, Lane Number - 4, Mahavir Enclave I, Mahavir Enclave Part 2, Mahavir Enclave, New Delhi, Delhi 110046, India",28.594917100000004,77.08168909999998,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,15.0
1 IPC 1860,"MEHRA RESIDECY, SEC-19, DWARKA, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH WEST,8171016170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170014,5,2017-01-13,SECTOR 23 DWARKA,16:50,188,15:42,15:45,"A-45, Sector 19, Behind Verdhman Crown Mall, Dwarka, Delhi, 110075, India",28.5753443,77.0501634,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,15.0
1 IPC 1860,"EXCELL COMPUTERS, AMBRAHI VILLAGE, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH WEST,8171016170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170015,6,2017-01-13,SECTOR 23 DWARKA,17:30,188,16:42,17:00,"1 TO 8, Sector 19, Pocket 2, Dwarka, Delhi, 110075, India",28.5776379,77.0469545,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,16.0
1 IPC 1860,"D-9/32, DDA FLAT, SECTOR-23 B, DWARKA, NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH WEST,8171016170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170016,6,2017-01-14,SECTOR 23 DWARKA,17:00,188,16:00,16:10,"Pocket 1, Sector 23, Dwarka, Pocket 1, Sector 22, Dwarka, New Delhi, Delhi 110077, India",28.5598387,77.0526804,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,16.0
1 IPC 1860,"NEAR SECTOR -21, METRO STATION, DWARKA, NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH WEST,8171016170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170020,8,2017-01-18,SECTOR 23 DWARKA,07:37,356/379/34,22:00,22:30,"Dwarka Shree Ramlila Society ,Ramlila Ground New 110075, Sector 10 Dwarka, Dwarka, Delhi, India",28.5810968,77.0574807,Snatching-Theft,Snatching,22.0
1 IPC 1860,"SURYA PLACE GARDEN, POCHANPUR, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH WEST,8171016170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170022,8,2017-01-18,SECTOR 23 DWARKA,23:25,323/325/308/34,23:00,23:15,"Block D, Palam Extension, Palam Colony, New Delhi, Delhi 110075, India",28.5840813,77.07073129999998,Causing hurt-culpable homicide-grievous hurt,culpable homicide,23.0
1 IPC 1860,"SURYA PLACE GARDEN, POCHANPUR, DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH WEST,8171016170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170024,8,2017-01-19,SECTOR 23 DWARKA,14:20,308/34,23:10,23:15,"Block D, Palam Extension, Palam Colony, New Delhi, Delhi 110075, India",28.5840813,77.07073129999998,culpable homicide,culpable homicide,23.0
1 IPC 1860,"UNDER PASS, SECTOR-21 DWARKA, NEW DELHI",2017-01-20,2017-01-20,Friday,SOUTH WEST,8171016170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170025,5,2017-01-20,SECTOR 23 DWARKA,22:40,279/337,14:15,14:40,"Dwarka Underpass, Sector 21, Bharthal, New Delhi, Delhi, India",28.546099,77.05930040000001,Rash driving-endangering safety of others,Rash driving,14.0
1 IPC 1860,SEC 238 DDA FLAT PARKING,2017-01-21,2017-01-21,Saturday,SOUTH WEST,8171016170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170026,6,2017-01-21,SECTOR 23 DWARKA,18:00,379,17:00,17:00,"110070, Sector D 3-4, Sector D, Vasant Kunj, New Delhi, Delhi 110070, India",28.5162704,77.161397,Theft,Theft,17.0
1 IPC 1860,"WWWW,WH§WI",2017-01-19,2017-01-19,Thursday,SOUTH WEST,8171016170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171016170029,6,2017-01-24,SECTOR 23 DWARKA,19:25,363,17:00,17:00,"8835 W Heather Ave, Milwaukee, WI 53224, USA",43.172905,-88.021783,Kidnapping,Kidnapping,17.0
1 IPC 1860,"H NO E 309, EAST MEHRAM NAGAR, DELHI CANTT",2017-01-18,2017-01-18,Wednesday,SOUTH WEST,8171011170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171011170014,7,2017-01-18,DELHI CANTT,23:10,188,20:45,20:45,"Mehram Nagar West, Mehram Nagar, New Delhi, Delhi 110010, India",28.5653662,77.1244267,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0
1 IPC 1860,"PANKHA ROAD NEAR PIR BABA OLD, NANGAL DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH WEST,8171011170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171011170015,7,2017-01-19,DELHI CANTT,00:30,279/338,20:30,20:30,"Pankha Rd, Nangal, Nangal Village, Delhi Cantonment, New Delhi, Delhi 110010, India",28.6046103,77.114287,Rash driving-endangering safety of others,Rash driving,20.0
1 IPC 1860,"H NO T 44, EAST MEHRAM NAGAR DELHI CANTT",2017-01-20,2017-01-20,Friday,SOUTH WEST,8171011170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171011170018,4,2017-01-20,DELHI CANTT,13:35,188,12:20,12:20,"Street Number 44, Mahavir Enclave Part 2, Mahavir Enclave Part 3, Mahavir Enclave, New Delhi, Delhi 110059, India",28.6063118,77.0694645,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,12.0
1 IPC 1860,"H NO T 23, OLD NANGAL DELHI CANTT",2017-01-21,2017-01-21,Saturday,SOUTH WEST,8171011170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171011170019,7,2017-01-21,DELHI CANTT,20:45,188,19:00,19:00,"Old Nangal, Block WZ, New Delhi, Delhi, India",28.606007,77.10991170000001,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"H NO 1/210/02 C, SADAR BAZAR, DELHI CANTT",2017-01-21,2017-01-21,Saturday,SOUTH WEST,8171011170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8171011170020,7,2017-01-21,DELHI CANTT,21:45,188,20:00,20:00,"1/185/22, Sadar Bazar Rd, Basantra Line, Piru Vihar, Sadar Bazaar, Delhi Cantonment, New Delhi, Delhi 110010, India",28.593825,77.121677,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0
